"","percentageDetected","DivBefore","DivAfter"
"1",90,0.01,0
"2",89.388,0.01,0
"3",88.614,0.01,0
"4",89.828,0.01,0
"5",86.36,0.01,0
"6",89.776,0.01,0
"7",86.804,0.01,0
"8",88.28,0.01,0
"9",86.946,0.01,0
"10",90.438,0.01,0
"11",88.328,0.01,0
"12",88.48,0.01,0
"13",87.092,0.01,0
"14",89.244,0.01,0
"15",89.55,0.01,0
"16",87.284,0.01,0
"17",88.956,0.01,0
"18",87.436,0.01,0
"19",87.152,0.01,0
"20",87.708,0.01,0
"21",88.586,0.01,0
"22",87.84,0.01,0
"23",87.628,0.01,0
"24",87.59,0.01,0
"25",88.508,0.01,0
"26",87.92,0.01,0
"27",90.346,0.01,0
"28",86.976,0.01,0
"29",88.25,0.01,0
"30",86.782,0.01,0
"31",87.434,0.01,0
"32",88.27,0.01,0
"33",89.736,0.01,0
"34",86.996,0.01,0
"35",88.18,0.01,0
"36",88.456,0.01,0
"37",87.902,0.01,0
"38",89.932,0.01,0
"39",88.59,0.01,0
"40",88.63,0.01,0
"41",88.542,0.01,0
"42",89.322,0.01,0
"43",89.202,0.01,0
"44",88.006,0.01,0
"45",90.024,0.01,0
"46",87.898,0.01,0
"47",89.198,0.01,0
"48",89.148,0.01,0
"49",89.426,0.01,0
"50",87.404,0.01,0
"51",88.858,0.01,0
"52",89.07,0.01,0
"53",89.014,0.01,0
"54",89.04,0.01,0
"55",88.528,0.01,0
"56",88.328,0.01,0
"57",89.516,0.01,0
"58",85.142,0.01,0
"59",87.8,0.01,0
"60",87.24,0.01,0
"61",88.656,0.01,0
"62",88.626,0.01,0
"63",86.624,0.01,0
"64",88.732,0.01,0
"65",87.666,0.01,0
"66",86.172,0.01,0
"67",89.472,0.01,0
"68",87.94,0.01,0
"69",87.528,0.01,0
"70",88.914,0.01,0
"71",88.364,0.01,0
"72",86.024,0.01,0
"73",90.606,0.01,0
"74",88.42,0.01,0
"75",89.03,0.01,0
"76",88.242,0.01,0
"77",88.702,0.01,0
"78",88.568,0.01,0
"79",87.648,0.01,0
"80",87.318,0.01,0
"81",87.27,0.01,0
"82",87.734,0.01,0
"83",89.636,0.01,0
"84",88.762,0.01,0
"85",87.982,0.01,0
"86",88.562,0.01,0
"87",88.13,0.01,0
"88",87.52,0.01,0
"89",88.088,0.01,0
"90",86.244,0.01,0
"91",87.25,0.01,0
"92",89.536,0.01,0
"93",87.306,0.01,0
"94",89.574,0.01,0
"95",87.158,0.01,0
"96",87.448,0.01,0
"97",87.342,0.01,0
"98",89.206,0.01,0
"99",87.422,0.01,0
"100",88.292,0.01,0
"101",96.334,0.01,0.01
"102",96.838,0.01,0.01
"103",96.578,0.01,0.01
"104",96.582,0.01,0.01
"105",96.174,0.01,0.01
"106",95.146,0.01,0.01
"107",96.296,0.01,0.01
"108",95.794,0.01,0.01
"109",96.232,0.01,0.01
"110",94.926,0.01,0.01
"111",95.486,0.01,0.01
"112",95.032,0.01,0.01
"113",94.784,0.01,0.01
"114",95.538,0.01,0.01
"115",97.026,0.01,0.01
"116",95.886,0.01,0.01
"117",96.116,0.01,0.01
"118",95.482,0.01,0.01
"119",96.24,0.01,0.01
"120",97.546,0.01,0.01
"121",96.832,0.01,0.01
"122",94.866,0.01,0.01
"123",95.098,0.01,0.01
"124",97.506,0.01,0.01
"125",96.042,0.01,0.01
"126",95.684,0.01,0.01
"127",94.774,0.01,0.01
"128",96.41,0.01,0.01
"129",95.452,0.01,0.01
"130",94.158,0.01,0.01
"131",96.34,0.01,0.01
"132",96.484,0.01,0.01
"133",96.278,0.01,0.01
"134",95.718,0.01,0.01
"135",94.51,0.01,0.01
"136",95.698,0.01,0.01
"137",96,0.01,0.01
"138",96.42,0.01,0.01
"139",96.12,0.01,0.01
"140",96.564,0.01,0.01
"141",95.458,0.01,0.01
"142",96.384,0.01,0.01
"143",95.044,0.01,0.01
"144",95.67,0.01,0.01
"145",97.366,0.01,0.01
"146",96.318,0.01,0.01
"147",96.256,0.01,0.01
"148",95.942,0.01,0.01
"149",96.482,0.01,0.01
"150",97.476,0.01,0.01
"151",97.056,0.01,0.01
"152",96.358,0.01,0.01
"153",96.38,0.01,0.01
"154",96.646,0.01,0.01
"155",96.564,0.01,0.01
"156",95.722,0.01,0.01
"157",95.842,0.01,0.01
"158",96.258,0.01,0.01
"159",96.446,0.01,0.01
"160",96.794,0.01,0.01
"161",95.686,0.01,0.01
"162",96.188,0.01,0.01
"163",96.668,0.01,0.01
"164",96.91,0.01,0.01
"165",96.008,0.01,0.01
"166",97.67,0.01,0.01
"167",96.148,0.01,0.01
"168",96.536,0.01,0.01
"169",96.03,0.01,0.01
"170",95.6,0.01,0.01
"171",95.566,0.01,0.01
"172",97.588,0.01,0.01
"173",95.884,0.01,0.01
"174",94.164,0.01,0.01
"175",96.416,0.01,0.01
"176",95.57,0.01,0.01
"177",96.716,0.01,0.01
"178",95.408,0.01,0.01
"179",95.832,0.01,0.01
"180",96.236,0.01,0.01
"181",95.682,0.01,0.01
"182",96.578,0.01,0.01
"183",85.69,0.01,0.01
"184",95.72,0.01,0.01
"185",96.188,0.01,0.01
"186",95.258,0.01,0.01
"187",96.534,0.01,0.01
"188",96.78,0.01,0.01
"189",95.938,0.01,0.01
"190",95.406,0.01,0.01
"191",96.618,0.01,0.01
"192",95.758,0.01,0.01
"193",95.328,0.01,0.01
"194",96.264,0.01,0.01
"195",95.824,0.01,0.01
"196",95.456,0.01,0.01
"197",95.71,0.01,0.01
"198",94.734,0.01,0.01
"199",95.45,0.01,0.01
"200",96.232,0.01,0.01
"201",97.508,0.01,0.02
"202",41.606,0.01,0.02
"203",97.512,0.01,0.02
"204",97.36,0.01,0.02
"205",98.206,0.01,0.02
"206",62.878,0.01,0.02
"207",94.322,0.01,0.02
"208",97.578,0.01,0.02
"209",94.942,0.01,0.02
"210",97.844,0.01,0.02
"211",95.006,0.01,0.02
"212",94.442,0.01,0.02
"213",96.912,0.01,0.02
"214",97.402,0.01,0.02
"215",92.732,0.01,0.02
"216",87.876,0.01,0.02
"217",91.212,0.01,0.02
"218",95.458,0.01,0.02
"219",97.632,0.01,0.02
"220",97.228,0.01,0.02
"221",95.758,0.01,0.02
"222",99.02,0.01,0.02
"223",98.004,0.01,0.02
"224",73.672,0.01,0.02
"225",38.536,0.01,0.02
"226",97.648,0.01,0.02
"227",84.368,0.01,0.02
"228",84.06,0.01,0.02
"229",98.742,0.01,0.02
"230",96.37,0.01,0.02
"231",97.412,0.01,0.02
"232",96.058,0.01,0.02
"233",97.682,0.01,0.02
"234",96.748,0.01,0.02
"235",96.124,0.01,0.02
"236",96.938,0.01,0.02
"237",95.824,0.01,0.02
"238",96.434,0.01,0.02
"239",94.832,0.01,0.02
"240",96.298,0.01,0.02
"241",98.13,0.01,0.02
"242",70.25,0.01,0.02
"243",97.718,0.01,0.02
"244",91.386,0.01,0.02
"245",96.842,0.01,0.02
"246",96.746,0.01,0.02
"247",93.112,0.01,0.02
"248",97.23,0.01,0.02
"249",80.64,0.01,0.02
"250",95.174,0.01,0.02
"251",98.11,0.01,0.02
"252",97.208,0.01,0.02
"253",97.362,0.01,0.02
"254",86.254,0.01,0.02
"255",93.496,0.01,0.02
"256",96.502,0.01,0.02
"257",94.848,0.01,0.02
"258",96.386,0.01,0.02
"259",97.6,0.01,0.02
"260",86.928,0.01,0.02
"261",97.078,0.01,0.02
"262",96.82,0.01,0.02
"263",96.644,0.01,0.02
"264",97.494,0.01,0.02
"265",95.47,0.01,0.02
"266",91.81,0.01,0.02
"267",97.074,0.01,0.02
"268",97.204,0.01,0.02
"269",97.358,0.01,0.02
"270",97.094,0.01,0.02
"271",97.016,0.01,0.02
"272",98.178,0.01,0.02
"273",97.41,0.01,0.02
"274",97.282,0.01,0.02
"275",98.226,0.01,0.02
"276",95.952,0.01,0.02
"277",96.432,0.01,0.02
"278",95.986,0.01,0.02
"279",96.814,0.01,0.02
"280",90.546,0.01,0.02
"281",97.434,0.01,0.02
"282",95.672,0.01,0.02
"283",95.522,0.01,0.02
"284",95.416,0.01,0.02
"285",97.19,0.01,0.02
"286",69.346,0.01,0.02
"287",98.19,0.01,0.02
"288",79.094,0.01,0.02
"289",96.172,0.01,0.02
"290",92.96,0.01,0.02
"291",96.376,0.01,0.02
"292",97.004,0.01,0.02
"293",96.93,0.01,0.02
"294",97.454,0.01,0.02
"295",89.856,0.01,0.02
"296",95.154,0.01,0.02
"297",89.908,0.01,0.02
"298",97.15,0.01,0.02
"299",97.188,0.01,0.02
"300",38.516,0.01,0.02
"301",78.09,0.01,0.03
"302",76.096,0.01,0.03
"303",60.27,0.01,0.03
"304",72.338,0.01,0.03
"305",87.458,0.01,0.03
"306",31.408,0.01,0.03
"307",64.74,0.01,0.03
"308",85.726,0.01,0.03
"309",2.33,0.01,0.03
"310",75.72,0.01,0.03
"311",76.614,0.01,0.03
"312",32.198,0.01,0.03
"313",12.554,0.01,0.03
"314",38.166,0.01,0.03
"315",54.578,0.01,0.03
"316",92.26,0.01,0.03
"317",47.766,0.01,0.03
"318",0,0.01,0.03
"319",75.028,0.01,0.03
"320",70.712,0.01,0.03
"321",47.926,0.01,0.03
"322",42.22,0.01,0.03
"323",29.696,0.01,0.03
"324",59.75,0.01,0.03
"325",22.276,0.01,0.03
"326",80.954,0.01,0.03
"327",81.562,0.01,0.03
"328",48.08,0.01,0.03
"329",27.892,0.01,0.03
"330",71.122,0.01,0.03
"331",30.56,0.01,0.03
"332",84.874,0.01,0.03
"333",79.846,0.01,0.03
"334",84.858,0.01,0.03
"335",18.83,0.01,0.03
"336",73.126,0.01,0.03
"337",94.616,0.01,0.03
"338",26.348,0.01,0.03
"339",96.872,0.01,0.03
"340",74.934,0.01,0.03
"341",41.618,0.01,0.03
"342",65.358,0.01,0.03
"343",38.48,0.01,0.03
"344",28.444,0.01,0.03
"345",32.718,0.01,0.03
"346",68.926,0.01,0.03
"347",61.868,0.01,0.03
"348",75.406,0.01,0.03
"349",79.778,0.01,0.03
"350",75.692,0.01,0.03
"351",38.238,0.01,0.03
"352",54.838,0.01,0.03
"353",64.626,0.01,0.03
"354",37.798,0.01,0.03
"355",86.66,0.01,0.03
"356",69.554,0.01,0.03
"357",22.62,0.01,0.03
"358",58.684,0.01,0.03
"359",74.704,0.01,0.03
"360",58.374,0.01,0.03
"361",73.466,0.01,0.03
"362",62.55,0.01,0.03
"363",46.48,0.01,0.03
"364",91.356,0.01,0.03
"365",56.692,0.01,0.03
"366",79.402,0.01,0.03
"367",46.588,0.01,0.03
"368",77.326,0.01,0.03
"369",64.614,0.01,0.03
"370",17.934,0.01,0.03
"371",83.294,0.01,0.03
"372",80.54,0.01,0.03
"373",60.71,0.01,0.03
"374",43.018,0.01,0.03
"375",48.7,0.01,0.03
"376",18.97,0.01,0.03
"377",57.718,0.01,0.03
"378",84.912,0.01,0.03
"379",15.106,0.01,0.03
"380",69.43,0.01,0.03
"381",66.47,0.01,0.03
"382",72.06,0.01,0.03
"383",66.158,0.01,0.03
"384",82.064,0.01,0.03
"385",95.892,0.01,0.03
"386",89.57,0.01,0.03
"387",24.988,0.01,0.03
"388",34.492,0.01,0.03
"389",44.586,0.01,0.03
"390",66.378,0.01,0.03
"391",41.066,0.01,0.03
"392",37.906,0.01,0.03
"393",60.994,0.01,0.03
"394",41.158,0.01,0.03
"395",40.49,0.01,0.03
"396",55.442,0.01,0.03
"397",75.212,0.01,0.03
"398",34,0.01,0.03
"399",62.11,0.01,0.03
"400",63.112,0.01,0.03
"401",0,0.01,0.04
"402",3.19,0.01,0.04
"403",5.48,0.01,0.04
"404",0,0.01,0.04
"405",9.202,0.01,0.04
"406",12.438,0.01,0.04
"407",13.54,0.01,0.04
"408",2.158,0.01,0.04
"409",31.72,0.01,0.04
"410",38.136,0.01,0.04
"411",8.266,0.01,0.04
"412",40.412,0.01,0.04
"413",13.3,0.01,0.04
"414",36.578,0.01,0.04
"415",59.156,0.01,0.04
"416",18.09,0.01,0.04
"417",10.326,0.01,0.04
"418",0,0.01,0.04
"419",33.722,0.01,0.04
"420",27.304,0.01,0.04
"421",13.81,0.01,0.04
"422",14.666,0.01,0.04
"423",58.434,0.01,0.04
"424",14.996,0.01,0.04
"425",15.192,0.01,0.04
"426",37.462,0.01,0.04
"427",3.826,0.01,0.04
"428",39.698,0.01,0.04
"429",36.136,0.01,0.04
"430",16.382,0.01,0.04
"431",7.274,0.01,0.04
"432",14.778,0.01,0.04
"433",2.844,0.01,0.04
"434",1.522,0.01,0.04
"435",0.14,0.01,0.04
"436",28.976,0.01,0.04
"437",28.982,0.01,0.04
"438",23.276,0.01,0.04
"439",9.268,0.01,0.04
"440",23.536,0.01,0.04
"441",0,0.01,0.04
"442",9.16,0.01,0.04
"443",18.878,0.01,0.04
"444",0,0.01,0.04
"445",12.022,0.01,0.04
"446",0,0.01,0.04
"447",18.336,0.01,0.04
"448",14.546,0.01,0.04
"449",0,0.01,0.04
"450",18.868,0.01,0.04
"451",13.04,0.01,0.04
"452",41.612,0.01,0.04
"453",8.692,0.01,0.04
"454",12.466,0.01,0.04
"455",0,0.01,0.04
"456",7.87,0.01,0.04
"457",57.626,0.01,0.04
"458",9.842,0.01,0.04
"459",23.572,0.01,0.04
"460",32.21,0.01,0.04
"461",11.972,0.01,0.04
"462",42.58,0.01,0.04
"463",28.636,0.01,0.04
"464",10.846,0.01,0.04
"465",4.026,0.01,0.04
"466",3.902,0.01,0.04
"467",12.832,0.01,0.04
"468",10.032,0.01,0.04
"469",40.6,0.01,0.04
"470",44.892,0.01,0.04
"471",29.716,0.01,0.04
"472",11.04,0.01,0.04
"473",7.866,0.01,0.04
"474",8.936,0.01,0.04
"475",25.66,0.01,0.04
"476",0,0.01,0.04
"477",19.816,0.01,0.04
"478",4.898,0.01,0.04
"479",4.098,0.01,0.04
"480",16.766,0.01,0.04
"481",27.8,0.01,0.04
"482",5.108,0.01,0.04
"483",19.002,0.01,0.04
"484",10.15,0.01,0.04
"485",5.924,0.01,0.04
"486",9.576,0.01,0.04
"487",11.646,0.01,0.04
"488",7.602,0.01,0.04
"489",21.536,0.01,0.04
"490",16.642,0.01,0.04
"491",24.96,0.01,0.04
"492",4.722,0.01,0.04
"493",37.536,0.01,0.04
"494",3.14,0.01,0.04
"495",25.972,0.01,0.04
"496",5.42,0.01,0.04
"497",7.892,0.01,0.04
"498",30.052,0.01,0.04
"499",73.372,0.01,0.04
"500",0,0.01,0.04
"501",0,0.01,0.05
"502",0,0.01,0.05
"503",0,0.01,0.05
"504",14.718,0.01,0.05
"505",0,0.01,0.05
"506",0.998,0.01,0.05
"507",17.634,0.01,0.05
"508",0,0.01,0.05
"509",4.112,0.01,0.05
"510",3.126,0.01,0.05
"511",0,0.01,0.05
"512",1.46,0.01,0.05
"513",7.966,0.01,0.05
"514",8.096,0.01,0.05
"515",3.25,0.01,0.05
"516",0,0.01,0.05
"517",17.944,0.01,0.05
"518",0,0.01,0.05
"519",0,0.01,0.05
"520",0,0.01,0.05
"521",0,0.01,0.05
"522",6.346,0.01,0.05
"523",0,0.01,0.05
"524",0,0.01,0.05
"525",4.18,0.01,0.05
"526",0,0.01,0.05
"527",0,0.01,0.05
"528",0.972,0.01,0.05
"529",0,0.01,0.05
"530",9.514,0.01,0.05
"531",0,0.01,0.05
"532",0,0.01,0.05
"533",3.068,0.01,0.05
"534",5.834,0.01,0.05
"535",0,0.01,0.05
"536",0,0.01,0.05
"537",14.236,0.01,0.05
"538",16.764,0.01,0.05
"539",0,0.01,0.05
"540",0,0.01,0.05
"541",7.296,0.01,0.05
"542",0,0.01,0.05
"543",0,0.01,0.05
"544",0,0.01,0.05
"545",26.03,0.01,0.05
"546",3.334,0.01,0.05
"547",0,0.01,0.05
"548",0,0.01,0.05
"549",9.678,0.01,0.05
"550",30.112,0.01,0.05
"551",0.376,0.01,0.05
"552",2.302,0.01,0.05
"553",2.552,0.01,0.05
"554",0,0.01,0.05
"555",0,0.01,0.05
"556",7.43,0.01,0.05
"557",3.444,0.01,0.05
"558",4.884,0.01,0.05
"559",2.684,0.01,0.05
"560",2.598,0.01,0.05
"561",0.704,0.01,0.05
"562",9.088,0.01,0.05
"563",0,0.01,0.05
"564",0,0.01,0.05
"565",0,0.01,0.05
"566",6.644,0.01,0.05
"567",4.848,0.01,0.05
"568",0,0.01,0.05
"569",4.46,0.01,0.05
"570",2.972,0.01,0.05
"571",0,0.01,0.05
"572",5.83,0.01,0.05
"573",11.332,0.01,0.05
"574",8.19,0.01,0.05
"575",0,0.01,0.05
"576",0,0.01,0.05
"577",26.466,0.01,0.05
"578",0,0.01,0.05
"579",0,0.01,0.05
"580",12.488,0.01,0.05
"581",8.478,0.01,0.05
"582",6.286,0.01,0.05
"583",0,0.01,0.05
"584",1.484,0.01,0.05
"585",1.852,0.01,0.05
"586",9.374,0.01,0.05
"587",13.054,0.01,0.05
"588",0,0.01,0.05
"589",16.262,0.01,0.05
"590",15.566,0.01,0.05
"591",11.35,0.01,0.05
"592",10.608,0.01,0.05
"593",15.612,0.01,0.05
"594",0,0.01,0.05
"595",2.946,0.01,0.05
"596",7.394,0.01,0.05
"597",28.622,0.01,0.05
"598",0,0.01,0.05
"599",9.374,0.01,0.05
"600",4.756,0.01,0.05
"601",0,0.01,0.06
"602",0,0.01,0.06
"603",0,0.01,0.06
"604",4.3,0.01,0.06
"605",0,0.01,0.06
"606",1.446,0.01,0.06
"607",0,0.01,0.06
"608",5.022,0.01,0.06
"609",0,0.01,0.06
"610",0,0.01,0.06
"611",0,0.01,0.06
"612",0,0.01,0.06
"613",0,0.01,0.06
"614",3.988,0.01,0.06
"615",5,0.01,0.06
"616",0,0.01,0.06
"617",0,0.01,0.06
"618",2.724,0.01,0.06
"619",0.36,0.01,0.06
"620",0,0.01,0.06
"621",0,0.01,0.06
"622",0,0.01,0.06
"623",0,0.01,0.06
"624",5.588,0.01,0.06
"625",0,0.01,0.06
"626",1.262,0.01,0.06
"627",0,0.01,0.06
"628",0,0.01,0.06
"629",4.426,0.01,0.06
"630",3.17,0.01,0.06
"631",0,0.01,0.06
"632",0,0.01,0.06
"633",6.838,0.01,0.06
"634",2.322,0.01,0.06
"635",0,0.01,0.06
"636",0,0.01,0.06
"637",0,0.01,0.06
"638",0.778,0.01,0.06
"639",0,0.01,0.06
"640",0,0.01,0.06
"641",0,0.01,0.06
"642",2.506,0.01,0.06
"643",0,0.01,0.06
"644",7.654,0.01,0.06
"645",0,0.01,0.06
"646",0,0.01,0.06
"647",0,0.01,0.06
"648",3.478,0.01,0.06
"649",2.01,0.01,0.06
"650",0,0.01,0.06
"651",0,0.01,0.06
"652",0,0.01,0.06
"653",5.504,0.01,0.06
"654",1.594,0.01,0.06
"655",0,0.01,0.06
"656",6.202,0.01,0.06
"657",0,0.01,0.06
"658",9.154,0.01,0.06
"659",0,0.01,0.06
"660",0,0.01,0.06
"661",0,0.01,0.06
"662",0,0.01,0.06
"663",2.38,0.01,0.06
"664",0,0.01,0.06
"665",0,0.01,0.06
"666",3.768,0.01,0.06
"667",15.646,0.01,0.06
"668",0,0.01,0.06
"669",0.534,0.01,0.06
"670",4.868,0.01,0.06
"671",0.3,0.01,0.06
"672",0,0.01,0.06
"673",0,0.01,0.06
"674",0,0.01,0.06
"675",0,0.01,0.06
"676",0,0.01,0.06
"677",0,0.01,0.06
"678",0.96,0.01,0.06
"679",0,0.01,0.06
"680",0,0.01,0.06
"681",0,0.01,0.06
"682",0,0.01,0.06
"683",0,0.01,0.06
"684",0.768,0.01,0.06
"685",10.48,0.01,0.06
"686",0,0.01,0.06
"687",4.612,0.01,0.06
"688",0.616,0.01,0.06
"689",4.074,0.01,0.06
"690",0,0.01,0.06
"691",0,0.01,0.06
"692",0,0.01,0.06
"693",0,0.01,0.06
"694",4.208,0.01,0.06
"695",2.956,0.01,0.06
"696",0,0.01,0.06
"697",0,0.01,0.06
"698",0,0.01,0.06
"699",2.566,0.01,0.06
"700",0,0.01,0.06
"701",0,0.01,0.07
"702",0,0.01,0.07
"703",0,0.01,0.07
"704",0,0.01,0.07
"705",0,0.01,0.07
"706",0,0.01,0.07
"707",1.016,0.01,0.07
"708",3.596,0.01,0.07
"709",4.03,0.01,0.07
"710",2.178,0.01,0.07
"711",0,0.01,0.07
"712",0.92,0.01,0.07
"713",1.282,0.01,0.07
"714",0,0.01,0.07
"715",0.764,0.01,0.07
"716",0,0.01,0.07
"717",0,0.01,0.07
"718",0,0.01,0.07
"719",3.898,0.01,0.07
"720",0,0.01,0.07
"721",0,0.01,0.07
"722",0,0.01,0.07
"723",0,0.01,0.07
"724",0,0.01,0.07
"725",0,0.01,0.07
"726",1.978,0.01,0.07
"727",0,0.01,0.07
"728",0,0.01,0.07
"729",0,0.01,0.07
"730",0,0.01,0.07
"731",0.568,0.01,0.07
"732",4.814,0.01,0.07
"733",0,0.01,0.07
"734",0,0.01,0.07
"735",0.644,0.01,0.07
"736",0.208,0.01,0.07
"737",0.772,0.01,0.07
"738",0,0.01,0.07
"739",1.262,0.01,0.07
"740",0,0.01,0.07
"741",0,0.01,0.07
"742",0,0.01,0.07
"743",0,0.01,0.07
"744",0,0.01,0.07
"745",0,0.01,0.07
"746",0,0.01,0.07
"747",0,0.01,0.07
"748",0,0.01,0.07
"749",0,0.01,0.07
"750",0,0.01,0.07
"751",0,0.01,0.07
"752",0,0.01,0.07
"753",0,0.01,0.07
"754",0.332,0.01,0.07
"755",0,0.01,0.07
"756",0,0.01,0.07
"757",0,0.01,0.07
"758",0,0.01,0.07
"759",0,0.01,0.07
"760",0,0.01,0.07
"761",0,0.01,0.07
"762",0.584,0.01,0.07
"763",0,0.01,0.07
"764",0,0.01,0.07
"765",0,0.01,0.07
"766",0,0.01,0.07
"767",0,0.01,0.07
"768",0,0.01,0.07
"769",0,0.01,0.07
"770",0.906,0.01,0.07
"771",0,0.01,0.07
"772",0.59,0.01,0.07
"773",0,0.01,0.07
"774",0.45,0.01,0.07
"775",0,0.01,0.07
"776",1.442,0.01,0.07
"777",6.092,0.01,0.07
"778",0,0.01,0.07
"779",0.934,0.01,0.07
"780",0,0.01,0.07
"781",0,0.01,0.07
"782",0,0.01,0.07
"783",0,0.01,0.07
"784",0,0.01,0.07
"785",0,0.01,0.07
"786",0,0.01,0.07
"787",0,0.01,0.07
"788",0,0.01,0.07
"789",0,0.01,0.07
"790",0.338,0.01,0.07
"791",0,0.01,0.07
"792",0,0.01,0.07
"793",0,0.01,0.07
"794",0,0.01,0.07
"795",0,0.01,0.07
"796",0,0.01,0.07
"797",0,0.01,0.07
"798",0,0.01,0.07
"799",0,0.01,0.07
"800",0.82,0.01,0.07
"801",0,0.01,0.08
"802",0,0.01,0.08
"803",0,0.01,0.08
"804",0,0.01,0.08
"805",0,0.01,0.08
"806",0,0.01,0.08
"807",0,0.01,0.08
"808",0,0.01,0.08
"809",0,0.01,0.08
"810",0,0.01,0.08
"811",0,0.01,0.08
"812",0,0.01,0.08
"813",1.54,0.01,0.08
"814",1.568,0.01,0.08
"815",0,0.01,0.08
"816",0.458,0.01,0.08
"817",0,0.01,0.08
"818",0,0.01,0.08
"819",0,0.01,0.08
"820",0,0.01,0.08
"821",0,0.01,0.08
"822",0,0.01,0.08
"823",0,0.01,0.08
"824",0,0.01,0.08
"825",0,0.01,0.08
"826",0,0.01,0.08
"827",0,0.01,0.08
"828",0,0.01,0.08
"829",4.506,0.01,0.08
"830",4.11,0.01,0.08
"831",0,0.01,0.08
"832",0,0.01,0.08
"833",0,0.01,0.08
"834",0,0.01,0.08
"835",0,0.01,0.08
"836",0.984,0.01,0.08
"837",0,0.01,0.08
"838",0,0.01,0.08
"839",0,0.01,0.08
"840",0,0.01,0.08
"841",0,0.01,0.08
"842",0,0.01,0.08
"843",1.644,0.01,0.08
"844",0,0.01,0.08
"845",0.634,0.01,0.08
"846",0,0.01,0.08
"847",0,0.01,0.08
"848",0,0.01,0.08
"849",2.468,0.01,0.08
"850",0,0.01,0.08
"851",0.366,0.01,0.08
"852",0,0.01,0.08
"853",0,0.01,0.08
"854",0.832,0.01,0.08
"855",0,0.01,0.08
"856",0,0.01,0.08
"857",0,0.01,0.08
"858",0,0.01,0.08
"859",0,0.01,0.08
"860",1.028,0.01,0.08
"861",0,0.01,0.08
"862",0,0.01,0.08
"863",0,0.01,0.08
"864",0.79,0.01,0.08
"865",0.068,0.01,0.08
"866",0,0.01,0.08
"867",0,0.01,0.08
"868",2.48,0.01,0.08
"869",0,0.01,0.08
"870",0,0.01,0.08
"871",0.446,0.01,0.08
"872",0,0.01,0.08
"873",0,0.01,0.08
"874",4.77,0.01,0.08
"875",0,0.01,0.08
"876",0,0.01,0.08
"877",0,0.01,0.08
"878",0,0.01,0.08
"879",0,0.01,0.08
"880",0,0.01,0.08
"881",0,0.01,0.08
"882",0,0.01,0.08
"883",0,0.01,0.08
"884",0,0.01,0.08
"885",0,0.01,0.08
"886",0,0.01,0.08
"887",0,0.01,0.08
"888",0,0.01,0.08
"889",0,0.01,0.08
"890",0,0.01,0.08
"891",0.76,0.01,0.08
"892",0,0.01,0.08
"893",0.386,0.01,0.08
"894",0,0.01,0.08
"895",0,0.01,0.08
"896",0,0.01,0.08
"897",0,0.01,0.08
"898",0,0.01,0.08
"899",0,0.01,0.08
"900",0,0.01,0.08
"901",0,0.01,0.09
"902",0,0.01,0.09
"903",0,0.01,0.09
"904",1.57,0.01,0.09
"905",0,0.01,0.09
"906",0,0.01,0.09
"907",1.234,0.01,0.09
"908",0,0.01,0.09
"909",0,0.01,0.09
"910",0,0.01,0.09
"911",0,0.01,0.09
"912",0,0.01,0.09
"913",0,0.01,0.09
"914",0,0.01,0.09
"915",0,0.01,0.09
"916",0,0.01,0.09
"917",0,0.01,0.09
"918",0,0.01,0.09
"919",0,0.01,0.09
"920",0,0.01,0.09
"921",0.27,0.01,0.09
"922",0,0.01,0.09
"923",0,0.01,0.09
"924",0,0.01,0.09
"925",0,0.01,0.09
"926",0,0.01,0.09
"927",0,0.01,0.09
"928",0,0.01,0.09
"929",0,0.01,0.09
"930",0,0.01,0.09
"931",0,0.01,0.09
"932",0.102,0.01,0.09
"933",0,0.01,0.09
"934",0,0.01,0.09
"935",0,0.01,0.09
"936",0,0.01,0.09
"937",0.478,0.01,0.09
"938",0,0.01,0.09
"939",0,0.01,0.09
"940",0,0.01,0.09
"941",0,0.01,0.09
"942",0,0.01,0.09
"943",0,0.01,0.09
"944",0,0.01,0.09
"945",0,0.01,0.09
"946",0,0.01,0.09
"947",0,0.01,0.09
"948",0,0.01,0.09
"949",0.272,0.01,0.09
"950",0,0.01,0.09
"951",0,0.01,0.09
"952",0,0.01,0.09
"953",0,0.01,0.09
"954",0,0.01,0.09
"955",0,0.01,0.09
"956",1.49,0.01,0.09
"957",0,0.01,0.09
"958",0,0.01,0.09
"959",0.632,0.01,0.09
"960",0.346,0.01,0.09
"961",0.584,0.01,0.09
"962",0,0.01,0.09
"963",0,0.01,0.09
"964",0,0.01,0.09
"965",0,0.01,0.09
"966",0,0.01,0.09
"967",0,0.01,0.09
"968",0,0.01,0.09
"969",0,0.01,0.09
"970",0,0.01,0.09
"971",0.666,0.01,0.09
"972",0,0.01,0.09
"973",0,0.01,0.09
"974",0,0.01,0.09
"975",0,0.01,0.09
"976",0,0.01,0.09
"977",0,0.01,0.09
"978",0,0.01,0.09
"979",0,0.01,0.09
"980",0,0.01,0.09
"981",0,0.01,0.09
"982",0,0.01,0.09
"983",0,0.01,0.09
"984",0,0.01,0.09
"985",0,0.01,0.09
"986",0.168,0.01,0.09
"987",0,0.01,0.09
"988",0,0.01,0.09
"989",0,0.01,0.09
"990",0,0.01,0.09
"991",0.472,0.01,0.09
"992",0,0.01,0.09
