"","percentageDetected","DivBefore","DivAfter"
"2153",0,0.02,0.1
"2154",0,0.02,0.1
"2155",0.374,0.02,0.1
"2156",1.744,0.02,0.1
"2157",1.73,0.02,0.1
"2158",0,0.02,0.1
"2159",2.408,0.02,0.1
"2160",1.658,0.02,0.1
"2161",6.372,0.02,0.1
"2162",4.092,0.02,0.1
"2163",1.422,0.02,0.1
"2164",0,0.02,0.1
"2165",0,0.02,0.1
"2166",0,0.02,0.1
"2167",9.426,0.02,0.1
"2168",0,0.02,0.1
"2169",0,0.02,0.1
"2170",12.698,0.02,0.1
"2171",4.77,0.02,0.1
"2172",0,0.02,0.1
"2173",0,0.02,0.1
"2174",8.346,0.02,0.1
"2175",0,0.02,0.1
"2176",0,0.02,0.1
"2177",0,0.02,0.1
"2178",5.346,0.02,0.1
"2179",0.88,0.02,0.1
"2180",0,0.02,0.1
"2181",0,0.02,0.1
"2182",4.734,0.02,0.1
"2183",0,0.02,0.1
"2184",4.482,0.02,0.1
"2185",0,0.02,0.1
"2186",1.294,0.02,0.1
"2187",2.388,0.02,0.1
"2188",1.886,0.02,0.1
"2189",1.062,0.02,0.1
"2190",4.948,0.02,0.1
"2191",9.898,0.02,0.1
"2192",12.536,0.02,0.1
"2193",0,0.02,0.1
"2194",0,0.02,0.1
"2195",2.04,0.02,0.1
"2196",4.512,0.02,0.1
"2197",0,0.02,0.1
"2198",1.98,0.02,0.1
"2199",17.214,0.02,0.1
"2200",4.166,0.02,0.1
"2201",95.068,0.03,0
"2202",95.722,0.03,0
"2203",95.964,0.03,0
"2204",95.364,0.03,0
"2205",95.938,0.03,0
"2206",94.516,0.03,0
"2207",95.69,0.03,0
"2208",94.436,0.03,0
"2209",95.544,0.03,0
"2210",95.644,0.03,0
"2211",95.464,0.03,0
"2212",95.444,0.03,0
"2213",95.736,0.03,0
"2214",95.38,0.03,0
"2215",95.82,0.03,0
"2216",95.396,0.03,0
"2217",95.036,0.03,0
"2218",95.63,0.03,0
"2219",95.908,0.03,0
"2220",95.656,0.03,0
"2221",95.54,0.03,0
"2222",95.628,0.03,0
"2223",95.558,0.03,0
"2224",95.636,0.03,0
"2225",95.866,0.03,0
"2226",94.866,0.03,0
"2227",95.654,0.03,0
"2228",95.92,0.03,0
"2229",95.024,0.03,0
"2230",95.66,0.03,0
"2231",95.888,0.03,0
"2232",95.194,0.03,0
"2233",95.698,0.03,0
"2234",95.456,0.03,0
"2235",95.572,0.03,0
"2236",95.772,0.03,0
"2237",96.302,0.03,0
"2238",94.962,0.03,0
"2239",96.298,0.03,0
"2240",95.976,0.03,0
"2241",96.066,0.03,0
"2242",95.668,0.03,0
"2243",95.606,0.03,0
"2244",95.576,0.03,0
"2245",95.388,0.03,0
"2246",96.034,0.03,0
"2247",96.148,0.03,0
"2248",95.298,0.03,0
"2249",95.346,0.03,0
"2250",95.576,0.03,0
"2251",96.308,0.03,0
"2252",95.296,0.03,0
"2253",95.556,0.03,0
"2254",95.772,0.03,0
"2255",95.498,0.03,0
"2256",95.552,0.03,0
"2257",95.83,0.03,0
"2258",95.632,0.03,0
"2259",95.474,0.03,0
"2260",94.582,0.03,0
"2261",95.426,0.03,0
"2262",95.298,0.03,0
"2263",95.03,0.03,0
"2264",95.772,0.03,0
"2265",95.554,0.03,0
"2266",95.406,0.03,0
"2267",95.964,0.03,0
"2268",95.506,0.03,0
"2269",95.148,0.03,0
"2270",95.434,0.03,0
"2271",95.526,0.03,0
"2272",95.476,0.03,0
"2273",95.988,0.03,0
"2274",95.05,0.03,0
"2275",95.806,0.03,0
"2276",95.326,0.03,0
"2277",95.486,0.03,0
"2278",95.542,0.03,0
"2279",95.92,0.03,0
"2280",95.696,0.03,0
"2281",95.882,0.03,0
"2282",95.756,0.03,0
"2283",94.992,0.03,0
"2284",95.57,0.03,0
"2285",95.074,0.03,0
"2286",94.37,0.03,0
"2287",95.484,0.03,0
"2288",95.246,0.03,0
"2289",95.894,0.03,0
"2290",94.326,0.03,0
"2291",95.606,0.03,0
"2292",95.858,0.03,0
"2293",95.06,0.03,0
"2294",94.806,0.03,0
"2295",95.808,0.03,0
"2296",95.68,0.03,0
"2297",95.522,0.03,0
"2298",94.806,0.03,0
"2299",95.54,0.03,0
"2300",95.45,0.03,0
"2301",97.858,0.03,0.01
"2302",97.382,0.03,0.01
"2303",98.384,0.03,0.01
"2304",97.426,0.03,0.01
"2305",97.59,0.03,0.01
"2306",97.254,0.03,0.01
"2307",97.332,0.03,0.01
"2308",97.704,0.03,0.01
"2309",96.7,0.03,0.01
"2310",97.514,0.03,0.01
"2311",97.576,0.03,0.01
"2312",97.64,0.03,0.01
"2313",97.62,0.03,0.01
"2314",97.688,0.03,0.01
"2315",97.22,0.03,0.01
"2316",96.972,0.03,0.01
"2317",97.044,0.03,0.01
"2318",97.94,0.03,0.01
"2319",97.52,0.03,0.01
"2320",96.908,0.03,0.01
"2321",97.354,0.03,0.01
"2322",98.064,0.03,0.01
"2323",97.8,0.03,0.01
"2324",97.254,0.03,0.01
"2325",97.542,0.03,0.01
"2326",97.83,0.03,0.01
"2327",97.862,0.03,0.01
"2328",97.848,0.03,0.01
"2329",97.732,0.03,0.01
"2330",97.218,0.03,0.01
"2331",97.654,0.03,0.01
"2332",96.834,0.03,0.01
"2333",96.644,0.03,0.01
"2334",97.354,0.03,0.01
"2335",97.412,0.03,0.01
"2336",98.08,0.03,0.01
"2337",97.926,0.03,0.01
"2338",96.744,0.03,0.01
"2339",97.596,0.03,0.01
"2340",97.986,0.03,0.01
"2341",97.65,0.03,0.01
"2342",97.714,0.03,0.01
"2343",97.106,0.03,0.01
"2344",96.486,0.03,0.01
"2345",98.04,0.03,0.01
"2346",97.046,0.03,0.01
"2347",98.38,0.03,0.01
"2348",97.814,0.03,0.01
"2349",98.38,0.03,0.01
"2350",97.92,0.03,0.01
"2351",96.95,0.03,0.01
"2352",97.566,0.03,0.01
"2353",97.764,0.03,0.01
"2354",98.092,0.03,0.01
"2355",98.37,0.03,0.01
"2356",97.266,0.03,0.01
"2357",97.722,0.03,0.01
"2358",96.782,0.03,0.01
"2359",97.478,0.03,0.01
"2360",97.448,0.03,0.01
"2361",97.742,0.03,0.01
"2362",97.656,0.03,0.01
"2363",97.62,0.03,0.01
"2364",97.524,0.03,0.01
"2365",97.404,0.03,0.01
"2366",97.642,0.03,0.01
"2367",97.884,0.03,0.01
"2368",97.448,0.03,0.01
"2369",97.65,0.03,0.01
"2370",97.072,0.03,0.01
"2371",97.41,0.03,0.01
"2372",97.446,0.03,0.01
"2373",97.914,0.03,0.01
"2374",96.872,0.03,0.01
"2375",97.472,0.03,0.01
"2376",97.8,0.03,0.01
"2377",98.158,0.03,0.01
"2378",96.698,0.03,0.01
"2379",97.442,0.03,0.01
"2380",97.448,0.03,0.01
"2381",97.364,0.03,0.01
"2382",98.104,0.03,0.01
"2383",97.832,0.03,0.01
"2384",97.172,0.03,0.01
"2385",96.888,0.03,0.01
"2386",97.422,0.03,0.01
"2387",97.398,0.03,0.01
"2388",96.974,0.03,0.01
"2389",97.888,0.03,0.01
"2390",97.934,0.03,0.01
"2391",97.974,0.03,0.01
"2392",97.264,0.03,0.01
"2393",96.754,0.03,0.01
"2394",97.56,0.03,0.01
"2395",97.722,0.03,0.01
"2396",97.876,0.03,0.01
"2397",98.212,0.03,0.01
"2398",97.7,0.03,0.01
"2399",97.398,0.03,0.01
"2400",97.552,0.03,0.01
"2401",98.416,0.03,0.02
"2402",98.412,0.03,0.02
"2403",98.176,0.03,0.02
"2404",98.118,0.03,0.02
"2405",97.934,0.03,0.02
"2406",98.474,0.03,0.02
"2407",98.412,0.03,0.02
"2408",98.492,0.03,0.02
"2409",98.31,0.03,0.02
"2410",98.486,0.03,0.02
"2411",98.026,0.03,0.02
"2412",98.29,0.03,0.02
"2413",98.118,0.03,0.02
"2414",98.01,0.03,0.02
"2415",98.408,0.03,0.02
"2416",98.498,0.03,0.02
"2417",98.266,0.03,0.02
"2418",98.506,0.03,0.02
"2419",98.202,0.03,0.02
"2420",98.182,0.03,0.02
"2421",98.408,0.03,0.02
"2422",98.408,0.03,0.02
"2423",98.386,0.03,0.02
"2424",98.162,0.03,0.02
"2425",98.17,0.03,0.02
"2426",98.194,0.03,0.02
"2427",98.168,0.03,0.02
"2428",98.452,0.03,0.02
"2429",98.058,0.03,0.02
"2430",98.098,0.03,0.02
"2431",98.442,0.03,0.02
"2432",98.36,0.03,0.02
"2433",98.322,0.03,0.02
"2434",98.212,0.03,0.02
"2435",98.196,0.03,0.02
"2436",98.288,0.03,0.02
"2437",98.458,0.03,0.02
"2438",97.794,0.03,0.02
"2439",98.22,0.03,0.02
"2440",98.054,0.03,0.02
"2441",97.73,0.03,0.02
"2442",98.516,0.03,0.02
"2443",97.964,0.03,0.02
"2444",98.836,0.03,0.02
"2445",98.936,0.03,0.02
"2446",98.354,0.03,0.02
"2447",98.226,0.03,0.02
"2448",98.326,0.03,0.02
"2449",97.9,0.03,0.02
"2450",98.264,0.03,0.02
"2451",98.138,0.03,0.02
"2452",98.34,0.03,0.02
"2453",98.502,0.03,0.02
"2454",98.784,0.03,0.02
"2455",98.206,0.03,0.02
"2456",97.962,0.03,0.02
"2457",98.31,0.03,0.02
"2458",97.988,0.03,0.02
"2459",98.3,0.03,0.02
"2460",98.256,0.03,0.02
"2461",98.398,0.03,0.02
"2462",98.268,0.03,0.02
"2463",98.366,0.03,0.02
"2464",98.3,0.03,0.02
"2465",98.636,0.03,0.02
"2466",98.338,0.03,0.02
"2467",98.71,0.03,0.02
"2468",98.53,0.03,0.02
"2469",98.372,0.03,0.02
"2470",97.756,0.03,0.02
"2471",98.628,0.03,0.02
"2472",98.538,0.03,0.02
"2473",97.99,0.03,0.02
"2474",98.156,0.03,0.02
"2475",98.238,0.03,0.02
"2476",98.49,0.03,0.02
"2477",98.11,0.03,0.02
"2478",98.166,0.03,0.02
"2479",97.72,0.03,0.02
"2480",97.552,0.03,0.02
"2481",97.998,0.03,0.02
"2482",98.364,0.03,0.02
"2483",98.626,0.03,0.02
"2484",98.76,0.03,0.02
"2485",98.16,0.03,0.02
"2486",98.554,0.03,0.02
"2487",98.34,0.03,0.02
"2488",98.242,0.03,0.02
"2489",98.344,0.03,0.02
"2490",98.274,0.03,0.02
"2491",97.978,0.03,0.02
"2492",98.616,0.03,0.02
"2493",98.288,0.03,0.02
"2494",97.764,0.03,0.02
"2495",98.362,0.03,0.02
"2496",98.09,0.03,0.02
"2497",98.058,0.03,0.02
"2498",98.714,0.03,0.02
"2499",98.174,0.03,0.02
"2500",98.256,0.03,0.02
"2501",98.694,0.03,0.03
"2502",98.076,0.03,0.03
"2503",98.44,0.03,0.03
"2504",98.99,0.03,0.03
"2505",98.65,0.03,0.03
"2506",98.8,0.03,0.03
"2507",98.656,0.03,0.03
"2508",98.464,0.03,0.03
"2509",97.79,0.03,0.03
"2510",98.724,0.03,0.03
"2511",98.852,0.03,0.03
"2512",98.504,0.03,0.03
"2513",98.806,0.03,0.03
"2514",98.456,0.03,0.03
"2515",98.716,0.03,0.03
"2516",99.012,0.03,0.03
"2517",98.876,0.03,0.03
"2518",98.656,0.03,0.03
"2519",98.79,0.03,0.03
"2520",98.892,0.03,0.03
"2521",98.596,0.03,0.03
"2522",98.628,0.03,0.03
"2523",98.28,0.03,0.03
"2524",98.712,0.03,0.03
"2525",98.022,0.03,0.03
"2526",98.738,0.03,0.03
"2527",98.716,0.03,0.03
"2528",98.414,0.03,0.03
"2529",98.396,0.03,0.03
"2530",98.528,0.03,0.03
"2531",98.342,0.03,0.03
"2532",98.498,0.03,0.03
"2533",98.486,0.03,0.03
"2534",98.484,0.03,0.03
"2535",98.52,0.03,0.03
"2536",98.91,0.03,0.03
"2537",98.584,0.03,0.03
"2538",98.374,0.03,0.03
"2539",98.77,0.03,0.03
"2540",98.28,0.03,0.03
"2541",98.208,0.03,0.03
"2542",98.394,0.03,0.03
"2543",98.388,0.03,0.03
"2544",98.334,0.03,0.03
"2545",98.764,0.03,0.03
"2546",99.308,0.03,0.03
"2547",98.816,0.03,0.03
"2548",98.308,0.03,0.03
"2549",99.074,0.03,0.03
"2550",98.636,0.03,0.03
"2551",98.928,0.03,0.03
"2552",98.544,0.03,0.03
"2553",98.98,0.03,0.03
"2554",98.872,0.03,0.03
"2555",98.7,0.03,0.03
"2556",98.802,0.03,0.03
"2557",98.554,0.03,0.03
"2558",98.452,0.03,0.03
"2559",98.552,0.03,0.03
"2560",98.542,0.03,0.03
"2561",98.816,0.03,0.03
"2562",98.184,0.03,0.03
"2563",98.78,0.03,0.03
"2564",98.496,0.03,0.03
"2565",98.446,0.03,0.03
"2566",98.258,0.03,0.03
"2567",98.886,0.03,0.03
"2568",98.39,0.03,0.03
"2569",98.976,0.03,0.03
"2570",98.108,0.03,0.03
"2571",98.646,0.03,0.03
"2572",98.698,0.03,0.03
"2573",98.752,0.03,0.03
"2574",98.842,0.03,0.03
"2575",98.788,0.03,0.03
"2576",98.206,0.03,0.03
"2577",98.476,0.03,0.03
"2578",98.46,0.03,0.03
"2579",98.854,0.03,0.03
"2580",98.36,0.03,0.03
"2581",98.562,0.03,0.03
"2582",98.582,0.03,0.03
"2583",98.522,0.03,0.03
"2584",98.73,0.03,0.03
"2585",98.93,0.03,0.03
"2586",98.598,0.03,0.03
"2587",98.346,0.03,0.03
"2588",98.596,0.03,0.03
"2589",98.902,0.03,0.03
"2590",98.384,0.03,0.03
"2591",98.47,0.03,0.03
"2592",97.888,0.03,0.03
"2593",98.592,0.03,0.03
"2594",98.614,0.03,0.03
"2595",98.72,0.03,0.03
"2596",99.022,0.03,0.03
"2597",98.738,0.03,0.03
"2598",98.416,0.03,0.03
"2599",99,0.03,0.03
"2600",98.896,0.03,0.03
"2601",98.686,0.03,0.04
"2602",98.726,0.03,0.04
"2603",98.868,0.03,0.04
"2604",98.962,0.03,0.04
"2605",98.398,0.03,0.04
"2606",98.714,0.03,0.04
"2607",98.974,0.03,0.04
"2608",98.466,0.03,0.04
"2609",98.36,0.03,0.04
"2610",98.998,0.03,0.04
"2611",98.984,0.03,0.04
"2612",98.146,0.03,0.04
"2613",98.794,0.03,0.04
"2614",98.74,0.03,0.04
"2615",98.994,0.03,0.04
"2616",99.28,0.03,0.04
"2617",98.748,0.03,0.04
"2618",98.666,0.03,0.04
"2619",98.858,0.03,0.04
"2620",98.776,0.03,0.04
"2621",98.69,0.03,0.04
"2622",98.812,0.03,0.04
"2623",98.92,0.03,0.04
"2624",99.238,0.03,0.04
"2625",99.004,0.03,0.04
"2626",98.896,0.03,0.04
"2627",98.696,0.03,0.04
"2628",98.552,0.03,0.04
"2629",98.912,0.03,0.04
"2630",98.31,0.03,0.04
"2631",98.12,0.03,0.04
"2632",98.716,0.03,0.04
"2633",99.016,0.03,0.04
"2634",98.988,0.03,0.04
"2635",98.574,0.03,0.04
"2636",98.208,0.03,0.04
"2637",98.63,0.03,0.04
"2638",98.806,0.03,0.04
"2639",98.556,0.03,0.04
"2640",98.578,0.03,0.04
"2641",98.698,0.03,0.04
"2642",98.864,0.03,0.04
"2643",99.036,0.03,0.04
"2644",98.802,0.03,0.04
"2645",98.594,0.03,0.04
"2646",99.246,0.03,0.04
"2647",98.538,0.03,0.04
"2648",98.772,0.03,0.04
"2649",98.666,0.03,0.04
"2650",98.416,0.03,0.04
"2651",98.72,0.03,0.04
"2652",99.286,0.03,0.04
"2653",98.708,0.03,0.04
"2654",98.68,0.03,0.04
"2655",98.694,0.03,0.04
"2656",98.87,0.03,0.04
"2657",98.68,0.03,0.04
"2658",98.308,0.03,0.04
"2659",98.768,0.03,0.04
"2660",98.778,0.03,0.04
"2661",98.818,0.03,0.04
"2662",98.676,0.03,0.04
"2663",98.308,0.03,0.04
"2664",98.566,0.03,0.04
"2665",98.808,0.03,0.04
"2666",99.082,0.03,0.04
"2667",98.824,0.03,0.04
"2668",98.852,0.03,0.04
"2669",98.344,0.03,0.04
"2670",99.024,0.03,0.04
"2671",98.538,0.03,0.04
"2672",98.112,0.03,0.04
"2673",99.11,0.03,0.04
"2674",99.022,0.03,0.04
"2675",99.072,0.03,0.04
"2676",98.08,0.03,0.04
"2677",99.074,0.03,0.04
"2678",98.77,0.03,0.04
"2679",98.186,0.03,0.04
"2680",98.992,0.03,0.04
"2681",95.4,0.03,0.04
"2682",98.824,0.03,0.04
"2683",98.54,0.03,0.04
"2684",98.716,0.03,0.04
"2685",98.262,0.03,0.04
"2686",98.598,0.03,0.04
"2687",98.742,0.03,0.04
"2688",98.392,0.03,0.04
"2689",98.436,0.03,0.04
"2690",98.422,0.03,0.04
"2691",98.084,0.03,0.04
"2692",98.824,0.03,0.04
"2693",99.086,0.03,0.04
"2694",99.076,0.03,0.04
"2695",98.74,0.03,0.04
"2696",98.716,0.03,0.04
"2697",98.678,0.03,0.04
"2698",98.544,0.03,0.04
"2699",98.742,0.03,0.04
"2700",98.498,0.03,0.04
"2701",97.978,0.03,0.05
"2702",98.62,0.03,0.05
"2703",98.23,0.03,0.05
"2704",98.652,0.03,0.05
"2705",98.42,0.03,0.05
"2706",95.644,0.03,0.05
"2707",98.91,0.03,0.05
"2708",97.108,0.03,0.05
"2709",98.408,0.03,0.05
"2710",99.006,0.03,0.05
"2711",98.842,0.03,0.05
"2712",98.568,0.03,0.05
"2713",93.418,0.03,0.05
"2714",91.582,0.03,0.05
"2715",99.114,0.03,0.05
"2716",98.826,0.03,0.05
"2717",96.27,0.03,0.05
"2718",98.274,0.03,0.05
"2719",99.38,0.03,0.05
"2720",99.22,0.03,0.05
"2721",98.692,0.03,0.05
"2722",99.022,0.03,0.05
"2723",99.118,0.03,0.05
"2724",93.232,0.03,0.05
"2725",98.402,0.03,0.05
"2726",97.272,0.03,0.05
"2727",98.526,0.03,0.05
"2728",98.834,0.03,0.05
"2729",99.064,0.03,0.05
"2730",98.81,0.03,0.05
"2731",98.926,0.03,0.05
"2732",98.566,0.03,0.05
"2733",98.866,0.03,0.05
"2734",99.026,0.03,0.05
"2735",97.714,0.03,0.05
"2736",97.908,0.03,0.05
"2737",98.964,0.03,0.05
"2738",98.764,0.03,0.05
"2739",96.518,0.03,0.05
"2740",97.11,0.03,0.05
"2741",99.276,0.03,0.05
"2742",98.028,0.03,0.05
"2743",98.432,0.03,0.05
"2744",97.846,0.03,0.05
"2745",98.694,0.03,0.05
"2746",98.85,0.03,0.05
"2747",98.724,0.03,0.05
"2748",98.784,0.03,0.05
"2749",97.368,0.03,0.05
"2750",98.91,0.03,0.05
"2751",97.98,0.03,0.05
"2752",98.578,0.03,0.05
"2753",99.066,0.03,0.05
"2754",95.148,0.03,0.05
"2755",98.986,0.03,0.05
"2756",99.024,0.03,0.05
"2757",98.676,0.03,0.05
"2758",98.938,0.03,0.05
"2759",98.924,0.03,0.05
"2760",98.918,0.03,0.05
"2761",98.842,0.03,0.05
"2762",98.376,0.03,0.05
"2763",97.886,0.03,0.05
"2764",98.754,0.03,0.05
"2765",98.838,0.03,0.05
"2766",98.844,0.03,0.05
"2767",98.392,0.03,0.05
"2768",98.64,0.03,0.05
"2769",98.484,0.03,0.05
"2770",96.606,0.03,0.05
"2771",99.112,0.03,0.05
"2772",98.84,0.03,0.05
"2773",98.526,0.03,0.05
"2774",98.886,0.03,0.05
"2775",98.624,0.03,0.05
"2776",98.954,0.03,0.05
"2777",98.02,0.03,0.05
"2778",99.216,0.03,0.05
"2779",98.59,0.03,0.05
"2780",98.432,0.03,0.05
"2781",99.046,0.03,0.05
"2782",99.082,0.03,0.05
"2783",98.754,0.03,0.05
"2784",98.994,0.03,0.05
"2785",98.396,0.03,0.05
"2786",98.828,0.03,0.05
"2787",98.7,0.03,0.05
"2788",98.508,0.03,0.05
"2789",98.96,0.03,0.05
"2790",98.956,0.03,0.05
"2791",98.89,0.03,0.05
"2792",97.948,0.03,0.05
"2793",98.856,0.03,0.05
"2794",99.068,0.03,0.05
"2795",92.996,0.03,0.05
"2796",98.88,0.03,0.05
"2797",98.904,0.03,0.05
"2798",98.89,0.03,0.05
"2799",97.882,0.03,0.05
"2800",99.26,0.03,0.05
"2801",97.676,0.03,0.06
"2802",93.814,0.03,0.06
"2803",98.756,0.03,0.06
"2804",95.95,0.03,0.06
"2805",97.97,0.03,0.06
"2806",97.01,0.03,0.06
"2807",98.482,0.03,0.06
"2808",93.312,0.03,0.06
"2809",98.524,0.03,0.06
"2810",99.106,0.03,0.06
"2811",95.676,0.03,0.06
"2812",95.43,0.03,0.06
"2813",98.518,0.03,0.06
"2814",98.374,0.03,0.06
"2815",98.078,0.03,0.06
"2816",98.124,0.03,0.06
"2817",97.104,0.03,0.06
"2818",97.118,0.03,0.06
"2819",89.942,0.03,0.06
"2820",96.308,0.03,0.06
"2821",91.058,0.03,0.06
"2822",64.588,0.03,0.06
"2823",97.914,0.03,0.06
"2824",99.024,0.03,0.06
"2825",39.502,0.03,0.06
"2826",98.102,0.03,0.06
"2827",98.302,0.03,0.06
"2828",13.894,0.03,0.06
"2829",97.768,0.03,0.06
"2830",68.216,0.03,0.06
"2831",98.93,0.03,0.06
"2832",86.85,0.03,0.06
"2833",79.614,0.03,0.06
"2834",97.824,0.03,0.06
"2835",95.756,0.03,0.06
"2836",94.974,0.03,0.06
"2837",48.466,0.03,0.06
"2838",90.144,0.03,0.06
"2839",96.956,0.03,0.06
"2840",88.754,0.03,0.06
"2841",97.664,0.03,0.06
"2842",96.472,0.03,0.06
"2843",94.822,0.03,0.06
"2844",98.242,0.03,0.06
"2845",94.142,0.03,0.06
"2846",97.902,0.03,0.06
"2847",99.184,0.03,0.06
"2848",99.064,0.03,0.06
"2849",94.188,0.03,0.06
"2850",96.76,0.03,0.06
"2851",98.22,0.03,0.06
"2852",97.296,0.03,0.06
"2853",97.02,0.03,0.06
"2854",98.234,0.03,0.06
"2855",90.716,0.03,0.06
"2856",98.798,0.03,0.06
"2857",96.14,0.03,0.06
"2858",99.012,0.03,0.06
"2859",93.142,0.03,0.06
"2860",97.674,0.03,0.06
"2861",99.042,0.03,0.06
"2862",98.924,0.03,0.06
"2863",99.052,0.03,0.06
"2864",94.56,0.03,0.06
"2865",97.856,0.03,0.06
"2866",98.738,0.03,0.06
"2867",98.686,0.03,0.06
"2868",96.914,0.03,0.06
"2869",99.2,0.03,0.06
"2870",98.026,0.03,0.06
"2871",92.576,0.03,0.06
"2872",97.73,0.03,0.06
"2873",96.824,0.03,0.06
"2874",97.29,0.03,0.06
"2875",94.476,0.03,0.06
"2876",90.466,0.03,0.06
"2877",43.68,0.03,0.06
"2878",97.386,0.03,0.06
"2879",95.848,0.03,0.06
"2880",95.74,0.03,0.06
"2881",99.898,0.03,0.06
"2882",44.846,0.03,0.06
"2883",89.79,0.03,0.06
"2884",97.986,0.03,0.06
"2885",97.358,0.03,0.06
"2886",97.578,0.03,0.06
"2887",97.952,0.03,0.06
"2888",89.172,0.03,0.06
"2889",99.12,0.03,0.06
"2890",98.976,0.03,0.06
"2891",98.678,0.03,0.06
"2892",39.212,0.03,0.06
"2893",97.194,0.03,0.06
"2894",98.468,0.03,0.06
"2895",95.168,0.03,0.06
"2896",97.362,0.03,0.06
"2897",84.956,0.03,0.06
"2898",97.624,0.03,0.06
"2899",99.054,0.03,0.06
"2900",98.348,0.03,0.06
"2901",60.908,0.03,0.07
"2902",98.992,0.03,0.07
"2903",83.08,0.03,0.07
"2904",93.944,0.03,0.07
"2905",96.392,0.03,0.07
"2906",83.532,0.03,0.07
"2907",91.3,0.03,0.07
"2908",88.304,0.03,0.07
"2909",93.046,0.03,0.07
"2910",91.894,0.03,0.07
"2911",36.066,0.03,0.07
"2912",98.092,0.03,0.07
"2913",95.53,0.03,0.07
"2914",92.534,0.03,0.07
"2915",98.326,0.03,0.07
"2916",80.84,0.03,0.07
"2917",40.38,0.03,0.07
"2918",89.2,0.03,0.07
"2919",80.024,0.03,0.07
"2920",88.618,0.03,0.07
"2921",62.59,0.03,0.07
"2922",81.068,0.03,0.07
"2923",87.862,0.03,0.07
"2924",84.924,0.03,0.07
"2925",62.12,0.03,0.07
"2926",97.252,0.03,0.07
"2927",99.062,0.03,0.07
"2928",98.048,0.03,0.07
"2929",88.41,0.03,0.07
"2930",90.818,0.03,0.07
"2931",82.608,0.03,0.07
"2932",89.818,0.03,0.07
"2933",98.504,0.03,0.07
"2934",88.966,0.03,0.07
"2935",88.308,0.03,0.07
"2936",88.646,0.03,0.07
"2937",40.832,0.03,0.07
"2938",21.144,0.03,0.07
"2939",88.85,0.03,0.07
"2940",39.856,0.03,0.07
"2941",88.354,0.03,0.07
"2942",95.342,0.03,0.07
"2943",95.582,0.03,0.07
"2944",98.288,0.03,0.07
"2945",57.948,0.03,0.07
"2946",92.646,0.03,0.07
"2947",86.042,0.03,0.07
"2948",82.794,0.03,0.07
"2949",83.144,0.03,0.07
"2950",86.252,0.03,0.07
"2951",42.8,0.03,0.07
"2952",92.594,0.03,0.07
"2953",35.358,0.03,0.07
"2954",89.084,0.03,0.07
"2955",80.686,0.03,0.07
"2956",78.772,0.03,0.07
"2957",63.098,0.03,0.07
"2958",87.748,0.03,0.07
"2959",83.522,0.03,0.07
"2960",84.738,0.03,0.07
"2961",64.96,0.03,0.07
"2962",71.628,0.03,0.07
"2963",91,0.03,0.07
"2964",38.518,0.03,0.07
"2965",67.23,0.03,0.07
"2966",81.52,0.03,0.07
"2967",85.468,0.03,0.07
"2968",93.01,0.03,0.07
"2969",92.962,0.03,0.07
"2970",95.568,0.03,0.07
"2971",89.992,0.03,0.07
"2972",87.254,0.03,0.07
"2973",61.732,0.03,0.07
"2974",92.182,0.03,0.07
"2975",90.164,0.03,0.07
"2976",92.158,0.03,0.07
"2977",89.072,0.03,0.07
"2978",94.32,0.03,0.07
"2979",90.986,0.03,0.07
"2980",89.452,0.03,0.07
"2981",95.406,0.03,0.07
"2982",86.778,0.03,0.07
"2983",68.604,0.03,0.07
"2984",95.762,0.03,0.07
"2985",97.58,0.03,0.07
"2986",54.78,0.03,0.07
"2987",83.758,0.03,0.07
"2988",49.35,0.03,0.07
"2989",81.418,0.03,0.07
"2990",85.876,0.03,0.07
"2991",79.972,0.03,0.07
"2992",89.48,0.03,0.07
"2993",97.28,0.03,0.07
"2994",65.926,0.03,0.07
"2995",42.906,0.03,0.07
"2996",87.762,0.03,0.07
"2997",84.734,0.03,0.07
"2998",86.158,0.03,0.07
"2999",83.87,0.03,0.07
"3000",91.116,0.03,0.07
"3001",78.782,0.03,0.08
"3002",64.32,0.03,0.08
"3003",82.93,0.03,0.08
"3004",78.774,0.03,0.08
"3005",79.414,0.03,0.08
"3006",70.866,0.03,0.08
"3007",56.026,0.03,0.08
"3008",62.236,0.03,0.08
"3009",82.136,0.03,0.08
"3010",56.48,0.03,0.08
"3011",85.156,0.03,0.08
"3012",82.526,0.03,0.08
"3013",28.144,0.03,0.08
"3014",87.032,0.03,0.08
"3015",74.062,0.03,0.08
"3016",82.238,0.03,0.08
"3017",85.396,0.03,0.08
"3018",53.836,0.03,0.08
"3019",29.65,0.03,0.08
"3020",91.684,0.03,0.08
"3021",75.7,0.03,0.08
"3022",65.888,0.03,0.08
"3023",74.184,0.03,0.08
"3024",57.21,0.03,0.08
"3025",74.374,0.03,0.08
"3026",83.5,0.03,0.08
"3027",72.12,0.03,0.08
"3028",65.59,0.03,0.08
"3029",86.564,0.03,0.08
"3030",64.006,0.03,0.08
"3031",76.302,0.03,0.08
"3032",73.702,0.03,0.08
"3033",62.03,0.03,0.08
"3034",78.302,0.03,0.08
"3035",35.174,0.03,0.08
"3036",98.154,0.03,0.08
"3037",94.2,0.03,0.08
"3038",7.21,0.03,0.08
"3039",39.418,0.03,0.08
"3040",83.036,0.03,0.08
